Voglio	O
ringraziare	O
qui	O
la	O
Presidente	O
della	O
Camera	O
per	O
aver	O
contribuito	O
a	O
far	O
sì	O
che	O
il	O
tema	O
della	O
violenza	O
contro	O
le	O
donne	O
,	O
finalmente	O
,	O
avesse	O
una	O
rilevanza	O
pubblica	O
e	O
politica	O
e	O
che	O
,	O
finalmente	O
,	O
dopo	O
anni	O
e	O
dopo	O
decenni	O
di	O
silenzio	O
,	O
sia	O
diventato	O
un	O
tema	O
centrale	O
del	O
dibattito	O
del	O
Paese	O
.	O

Devo	O
dire	O
anche	O
,	O
come	O
diceva	O
prima	O
la	O
mia	O
Capogruppo	O
,	O
che	O
ci	O
dispiace	O
moltissimo	O
che	O
sia	O
stato	O
utilizzato	O
lo	O
strumento	O
del	O
decreto	O
omnibus	O
(	O
peraltro	O
,	O
come	O
è	O
stato	O
ricordato	O
,	O
più	O
volte	O
utilizzato	O
dal	O
Governo	O
nel	O
corso	O
di	O
questi	O
mesi	O
)	O
,	O
che	O
impedisce	O
a	O
questo	O
Parlamento	O
di	O
fare	O
una	O
cosa	O
che	O
sarebbe	O
stata	O
necessaria	O
e	O
fondamentale	O
:	O
cioè	O
,	O
esprimere	O
un	O
voto	O
unanime	O
.	O

È	O
gravissimo	O
che	O
,	O
pochi	O
mesi	O
dopo	O
l'	O
approvazione	O
della	O
Convenzione	O
di	O
Istanbul	O
,	O
non	O
si	O
consenta	O
a	O
queste	O
Aule	O
parlamentari	O
di	O
poter	O
esprimere	O
un	O
voto	O
unanime	O
!	O

Ci	O
sarebbe	O
dovuta	O
essere	O
cura	O
.	O

Ci	O
sarebbe	O
dovuta	O
essere	O
attenzione	O
.	O

Ci	O
sarebbero	O
dovuti	O
essere	O
ascolto	O
e	O
sensibilità	O
,	O
e	O
non	O
l'	O
atteggiamento	O
che	O
ha	O
avuto	O
il	O
Governo	O
,	O
che	O
è	O
quello	O
di	O
dire	O
:	O
siccome	O
abbiamo	O
i	O
numeri	O
e	O
un'	O
ampia	O
maggioranza	O
,	O
allora	O
si	O
stronchi	O
il	O
dibattito	O
e	O
si	O
utilizzi	O
uno	O
strumento	O
francamente	O
anche	O
poco	O
sopportabile	O
.	O

In	O
virtù	O
di	O
tale	O
strumento	O
,	O
dietro	O
il	O
paravento	O
moralmente	O
fortissimo	O
del	O
femminicidio	O
,	O
si	O
assumono	O
provvedimenti	O
che	O
,	O
come	O
ricordato	O
,	O
con	O
il	O
femminicidio	O
non	O
c'	O
entrano	O
niente	O
:	O
la	O
proroga	O
del	O
termine	O
in	O
materia	O
di	O
arresto	O
in	O
flagranza	O
durante	O
le	O
manifestazioni	O
sportive	O
(	O
il	O
DASPO	O
)	O
,	O
i	O
furti	O
del	O
rame	O
,	O
le	O
norme	O
in	O
materia	O
di	O
concorso	O
nelle	O
Forze	O
armate	O
e	O
nel	O
controllo	O
del	O
territorio	O
,	O
il	O
contrasto	O
alle	O
rapine	O
e	O
finanche	O
la	O
vicenda	O
dei	O
fuochi	O
e	O
degli	O
oggetti	O
pirotecnici	O
.	O

Insomma	O
,	O
come	O
si	O
capisce	O
bene	O
,	O
nulla	O
che	O
riguardi	O
il	O
femminicidio	O
.	O

E	O
francamente	O
,	O
il	O
fatto	O
che	O
il	O
corpo	O
delle	O
donne	O
sia	O
stato	O
utilizzato	O
in	O
questo	O
provvedimento	O
come	O
uno	O
specchietto	O
per	O
le	O
allodole	O
per	O
far	O
passare	O
tutto	O
il	O
resto	O
ci	O
sembra	O
una	O
mera	O
operazione	O
politica	O
.	O

Scusi	O
,	O
Presidente	O
,	O
ho	O
dieci	O
minuti	O
a	O
disposizione	O
.	O

Almeno	O
non	O
toglieteci	O
la	O
voce	O
,	O
visto	O
che	O
su	O
questo	O
tema	O
ci	O
togliete	O
il	O
diritto	O
al	O
voto	O
.	O

Peraltro	O
,	O
il	O
mio	O
è	O
l'	O
unico	O
intervento	O
per	O
il	O
nostro	O
Gruppo	O
.	O

Tra	O
tutti	O
questi	O
aspetti	O
,	O
e	O
anche	O
tra	O
alcuni	O
di	O
merito	O
sui	O
quali	O
avremmo	O
dovuto	O
discutere	O
meglio	O
,	O
ne	O
cito	O
uno	O
per	O
tutti	O
:	O
quello	O
della	O
querela	O
irrevocabile	O
,	O
che	O
sta	O
spaccando	O
anche	O
il	O
movimento	O
femminista	O
di	O
questo	O
Paese	O
.	O

Da	O
alcune	O
donne	O
viene	O
