Oggi	O
la	O
corte	O
d'	O
assise	O
di	O
Napoli	O
ha	O
confermato	O
l'	O
ergastolo	O
per	O
il	O
mandante	O
dell'	O
omicidio	O
di	O
Teresa	O
Buonocore	O
,	O
una	O
delle	O
madri	O
coraggio	O
di	O
Portici	O
,	O
che	O
ha	O
anteposto	O
la	O
tutela	O
della	O
figlia	O
a	O
sé	O
stessa	O
e	O
che	O
è	O
stata	O
tragicamente	O
assassinata	O
nel	O
2010	O
.	O

Quella	O
madre	O
coraggio	O
è	O
un	O
pezzo	O
della	O
lotta	B-STR
,	O
non	O
soltanto	O
alla	O
criminalità	O
-	O
o	O
,	O
in	O
questo	O
caso	O
,	O
alla	O
violenza	O
contro	O
le	O
donne	O
-	O
ma	O
a	O
un'	O
idea	O
di	O
Paese	O
che	O
non	O
difende	O
i	O
propri	O
figli	O
migliori	O
.	O

Su	O
questi	O
temi	O
vogliamo	O
essere	O
sfidati	O
:	O
su	O
un	O
impegno	O
concreto	O
,	O
non	O
astratto	O
,	O
ed	O
è	O
per	O
questo	O
che	O
,	O
in	O
continuità	O
con	O
il	O
Governo	O
che	O
ci	O
ha	O
preceduto	O
,	O
subito	O
partirà	O
l'	O
Autorità	O
anticorruzione	O
,	O
senza	O
lasciare	O
nessun	O
centimetro	O
di	O
spazio	O
a	O
chi	O
oggi	O
parla	O
ma	O
non	O
realizza	O
gli	O
impegni	O
.	O

