Il	O
primo	O
emendamento	O
riguarda	O
moltissimo	O
la	O
Commissione	O
sul	O
femminicidio	O
e	O
forse	O
ha	O
poco	O
a	O
che	O
fare	O
con	O
le	O
infrastrutture	O
:	O
mi	O
riferisco	O
al	O
divieto	O
di	O
messaggi	O
offensivi	O
e	O
di	O
messaggi	O
sessisti	O
nei	O
cartelli	O
autostradali	O
.	O

È	O
un	O
messaggio	O
importante	O
,	O
che	O
fa	O
parte	O
della	O
strategia	O
di	O
prevenzione	O
della	O
violenza	O
sulle	O
donne	O
prevista	O
dalla	O
Convenzione	O
di	O
Istanbul	O
.	O

L'	O
oggettivizzazione	O
delle	O
donne	O
impressa	O
sui	O
manifesti	O
non	O
fa	O
altro	O
che	O
alimentare	O
quel	O
modo	O
errato	O
di	O
pensare	O
che	O
è	O
alla	O
base	B-ORI
della	O
violenza	O
