L'	O
indagine	O
sulla	O
violenza	O
contro	O
le	O
donne	O
condotta	O
dall'	O
Agenzia	O
dell'	O
Unione	O
europea	O
dice	O
che	O
una	O
donna	O
su	O
due	O
dichiara	O
di	O
aver	O
subito	O
una	O
qualche	O
forma	O
di	O
molestia	O
sessuale	O
sul	O
posto	O
di	O
lavoro	O
.	O

Nel	O
32	O
per	O
cento	O
dei	O
casi	O
il	O
molestatore	O
è	O
un	O
collega	O
,	O
un	O
subalterno	O
o	O
un	O
superiore	O
e	O
questi	O
dati	O
sono	O
drammatici	O
.	O

Ancora	O
più	O
drammatici	O
sono	O
i	O
dati	O
dell'	O
indagine	O
Istat	O
del	O
2016	O
,	O
dai	O
quali	O
emerge	O
che	O
in	O
Italia	O
sono	O
1.400.000	O
le	O
donne	O
colpite	B-ONT
da	O
forme	B-STR
di	O
molestia	O
,	O
di	O
violenza	O
,	O
di	O
ricatti	O
e	O
di	O
altro	O
con	O
cui	O
si	O
esercita	O
un	O
potere	O
ricattatorio	O
a	O
sfondo	O
sessuale	O
.	O

Nel	O
momento	O
del	O
colloquio	O
alle	O
donne	O
,	O
quando	O
vengono	O
selezionate	O
,	O
la	O
prima	O
cosa	O
che	O
viene	O
chiesta	O
è	O
se	O
hanno	O
intenzione	O
di	O
fare	O
i	O
figli	O
.	O

Ciò	O
costituisce	O
l'	O
altro	O
elemento	O
di	O
profondo	O
discrimine	O
.	O

Molto	O
spesso	O
il	O
colloquio	O
è	O
accompagnato	O
dal	O
ricatto	O
,	O
dall'	O
allusione	O
e	O
da	O
un	O
modo	O
abbastanza	O
esplicito	O
di	O
ricattare	O
.	O

Ciò	O
avviene	O
in	O
fase	O
di	O
assunzione	O
,	O
ma	O
anche	O
durante	O
la	O
carriera	O
lavorativa	O
,	O
con	O
tutto	O
ciò	O
che	O
be	O
consegue	O
.	O

Il	O
32,4	O
per	O
cento	O
di	O
questi	O
ricatti	O
viene	O
ripetuto	O
quotidianamente	O
;	O
il	O
17,4	O
all'	O
incirca	O
una	O
volta	O
a	O
settimana	O
;	O
il	O
29,4	O
qualche	O
volta	O
al	O
mese	O
e	O
il	O
19,2	O
più	O
raramente	O
.	O

Ho	O
voluto	O
citare	O
questi	O
dati	O
per	O
dire	O
che	O
questi	O
ricatti	O
,	O
queste	O
molestie	O
,	O
queste	O
operazioni	O
di	O
stalking	O
e	O
di	O
mobbing	O
che	O
si	O
manifestano	O
in	O
molteplici	O
forme	O
durante	O
la	O
carriera	O
lavorativa	O
hanno	O
delle	O
conseguenze	O
molto	O
pesanti	O
.	O

Il	O
33,8	O
per	O
cento	O
delle	O
donne	O
ha	O
dovuto	O
licenziarsi	O
dal	O
posto	O
di	O
lavoro	O
,	O
con	O
una	O
rinuncia	O
alla	O
carriera	O
,	O
mentre	O
il	O
10,9	O
per	O
cento	O
è	O
stato	O
licenziato	O
,	O
è	O
stato	O
messo	O
in	O
cassa	O
integrazione	O
o	O
non	O
è	O
stato	O
assunto	O
.	O

Si	O
tratta	O
quindi	O
di	O
un'	O
operazione	O
veramente	O
pesante	O
.	O

Se	O
poi	O
leggiamo	O
questi	O
dati	O
sulla	O
base	O
del	O
fatto	O
che	O
nel	O
nostro	O
Paese	O
