A	O
questo	O
punto	O
,	O
forse	O
alcuni	O
di	O
voi	O
si	O
staranno	O
chiedendo	O
cosa	O
c'	O
entra	O
tutto	O
questo	O
con	O
la	O
violenza	O
contro	O
le	O
donne	O
:	O
cosa	O
c'	O
entra	O
con	O
i	O
femminicidi	O
,	O
che	O
non	O
diminuiscono	O
,	O
mentre	O
gli	O
omicidi	O
sembrano	O
calare	O
;	O
cosa	O
c'	O
entra	O
tutto	O
questo	O
con	O
il	O
provvedimento	O
"	O
codice	O
rosso	O
"	O
,	O
che	O
ci	O
accingiamo	O
a	O
votare	O
.	O

Ebbene	O
,	O
forse	O
alcuni	O
se	O
lo	O
stanno	O
chiedendo	O
,	O
ma	O
non	O
i	O
più	O
avveduti	O
e	O
le	O
più	O
avvedute	O
.	O

Alcuni	O
di	O
noi	O
sanno	O
,	O
infatti	O
,	O
che	O
questo	O
è	O
proprio	O
il	O
quadro	O
di	O
fondo	O
sul	O
quale	O
la	O
violenza	O
contro	O
le	O
donne	O
va	O
ad	O
innestarsi	B-ORI
e	O
che	O
non	O
è	O
possibile	O
contrastare	B-STR
la	O
violenza	O
di	O
genere	O
senza	O
implementare	O
delle	O
autentiche	O
e	O
serie	O
politiche	O
di	O
parità	O
di	O
genere	O
.	O

La	O
violenza	O
contro	O
le	O
donne	O
è	O
un	O
mostro	B-ONT
dalle	O
molte	O
teste	O
e	O
non	O
ha	O
un'	O
unica	O
causa	O
.	O

Ha	O
molteplici	O
e	O
antiche	O
cause	O
,	O
che	O
affondano	O
le	O
loro	O
radici	O
in	O
una	O
cultura	O
secolare	O
che	O
solo	O
da	O
pochi	O
decenni	O
ha	O
cominciato	O
a	O
cedere	O
il	O
passo	O
ad	O
una	O
visione	O
più	O
civile	O
del	O
rapporto	O
tra	O
i	O
sessi	O
.	O

Il	O
modo	O
in	O
cui	O
una	O
donna	O
è	O
percepita	O
nella	O
società	O
e	O
l'	O
immagine	O
che	O
della	O
donna	O
viene	O
da	O
essa	O
costantemente	O
riproposta	O
sono	O
la	O
cartina	O
di	O
tornasole	O
di	O
questo	O
difficile	O
passaggio	O
che	O
ci	O
troviamo	O
a	O
vivere	O
e	O
nostra	O
è	O
la	O
responsabilità	O
di	O
adottare	O
e	O
promuovere	O
finalmente	O
l'	O
uso	O
di	O
un	O
linguaggio	O
che	O
sia	O
libero	O
da	O
stereotipi	O
,	O
offensivi	O
luoghi	O
comuni	O
e	O
sessismo	O
.	O

A	O
questo	O
