Signora	O
Presidente	O
,	O
a	O
Trapani	O
l'	O
unico	O
medico	O
non	O
obiettore	O
va	O
in	O
pensione	O
e	O
il	O
servizio	O
di	O
interruzione	O
volontaria	O
di	O
gravidanza	O
viene	O
sospeso	O
.	O

L'	O
obiezione	O
di	O
coscienza	O
indica	O
la	O
possibilità	O
di	O
rifiutare	O
di	O
ottemperare	O
ad	O
un	O
dovere	O
imposto	O
dall'	O
ordinamento	O
giuridico	O
,	O
da	O
parte	O
di	O
chi	O
ritiene	O
gli	O
effetti	O
che	O
deriverebbero	O
dall'	O
ottemperanza	O
contrari	O
alle	O
proprie	O
convinzioni	O
etiche	O
,	O
morali	O
o	O
religiose	O
.	O

Colui	O
che	O
effettua	O
tale	O
scelta	O
viene	O
definito	O
obiettore	O
di	O
coscienza	O
.	O

L'	O
obiettore	O
identifica	O
l'	O
interruzione	O
volontaria	O
di	O
gravidanza	O
come	O
l'	O
omicidio	O
di	O
un	O
bambino	O
e	O
,	O
pertanto	O
,	O
è	O
legittimato	O
a	O
non	O
praticare	O
l'	O
aborto	O
:	O
su	O
questo	O
sono	O
d'	O
accordo	O
.	O

Abortire	O
è	O
però	O
una	O
delle	O
scelte	O
più	O
difficili	O
che	O
una	O
donna	O
possa	O
fare	O
.	O

Non	O
è	O
importante	O
quanto	O
si	O
è	O
convinti	O
:	O
l'	O
interruzione	O
è	O
sempre	O
una	O
decisione	O
non	O
facile	O
e	O
non	O
priva	O
di	O
conseguenze	O
emotive	O
e	O
càpita	O
che	O
,	O
fatta	O
questa	O
scelta	O
,	O
la	O
donna	O
scopra	O
che	O
nella	O
sua	O
città	O
,	O
se	O
non	O
addirittura	O
nella	O
sua	O
Regione	O
,	O
i	O
medici	O
che	O
dovrebbero	O
aiutarla	O
ad	O
intraprendere	O
questo	O
difficile	O
cammino	O
si	O
rifiutino	O
di	O
intervenire	O
,	O
in	O
quanto	O
obiettori	O
di	O
coscienza	O
.	O

È	O
vero	O
che	O
un	O
parte	O
di	O
queste	O
obiezioni	O
di	O
coscienza	O
è	O
imputabile	O
a	O
questioni	O
morali	O
,	O
e	O
quindi	O
è	O
del	O
tutto	O
legittima	O
,	O
ma	O
è	O
anche	O
vero	O
che	O
un'	O
altra	O
parte	O
è	O
dovuta	O
a	O
motivi	O
meno	O
etici	O
,	O
come	O
la	O
carriera	O
ospedaliera	O
.	O

Veniamo	O
all'	O
impossibilità	O
di	O
abortire	O
legalmente	O
a	O
Trapani	O
,	O
a	O
causa	O
del	O
pensionamento	O
dell'	O
unico	O
medico	O
non	O
obiettore	O
.	O

Ritengo	O
che	O
questa	O
sia	O
un'	O
interruzione	O
di	O
pubblico	O
servizio	O
,	O
da	O
parte	O
dell'	O
azienda	O
ospedaliera	O
,	O
che	O
dovrebbe	O
garantire	O
l'	O
attuazione	O
della	O
legge	O
n	O
.	O

194	O
del	O
1978	O
,	O
approvata	O
ben	O
38	O
anni	O
fa	O
come	O
legge	O
dello	O
Stato	O
.	O

Non	O
è	O
scandaloso	O
,	O
sapendo	O
ovviamente	O
da	O
tempo	O
che	O
il	O
medico	O
non	O
obiettore	O
sarebbe	O
andato	O
in	O
pensione	O
,	O
che	O
da	O
parte	O
della	O
direzione	O
sanitaria	O
non	O
si	O
sia	O
preso	O
alcun	O
provvedimento	O
per	O
la	O
sua	O
sostituzione	O
?	O

Questa	O
,	O
alla	O
fine	O
,	O
diventa	O
l'	O
ennesima	O
violenza	O
sulle	O
donne	O
e	O
quel	O
che	O
è	O
peggio	O
è	O
che	O
si	O
tratta	O
di	O
una	O
violenza	O
istituzionale	O
.	O

Purtroppo	O
,	O
anche	O
la	O
relazione	O
del	O
Ministero	O
della	O
salute	O
ha	O
ritenuto	O
che	O
i	O
numeri	O
degli	O
obiettori	O
sono	O
tutto	O
sommato	O
accettabili	O
.	O

Come	O
possiamo	O
affermare	O
questo	O
quando	O
su	O
94	O
ospedali	O
con	O
reparti	O
di	O
ostetricia	O
e	O
ginecologia	O
solo	O
62	O
effettuano	O
interruzioni	O
volontarie	O
di	O
gravidanza	O
?	O

È	O
normale	O
che	O
ci	O
siano	O
Regioni	O
con	O
oltre	O
il	O
93	O
per	O
cento	O
di	O
obiettori	O
?	O

Questo	O
è	O
un	O
valore	O
accettabile	O
?	O

Sono	O
diminuite	O
per	O
caso	O
le	O
interruzioni	O
volontarie	O
di	O
gravidanza	O
?	O

Non	O
sarà	O
forse	O
che	O
ci	O
sono	O
stati	O
più	O
aborti	O
clandestini	O
o	O
tentativi	O
che	O
poi	O
si	O
sono	O
indirizzati	O
alle	O
strutture	O
ospedaliere	O
per	O
interrompere	O
l'	O
emorragia	O
?	O

È	O
per	O
tutti	O
questi	O
motivi	O
che	O
già	O
nel	O
2013	O
abbiamo	O
presentato	O
il	O
disegno	O
di	O
legge	O
n	O
.	O

923	O
,	O
assegnato	O
alle	O
Commissioni	O
giustizia	O
e	O
sanità	O
del	O
Senato	O
,	O
nel	O
quale	O
si	O
chiede	O
che	O
almeno	O
il	O
70	O
per	O
cento	O
del	O
personale	O
in	O
servizio	O
non	O
sia	O
obiettore	O
di	O
coscienza	O
.	O

Fino	O
a	O
prova	O
contraria	O
,	O
infatti	O
,	O
il	O
nostro	O
è	O
il	O
servizio	O
sanitario	O
di	O
uno	O
Stato	O
laico	O
.	O

