Signor	O
Presidente	O
,	O
signor	O
Ministro	O
,	O
premesso	O
che	O
violenza	O
contro	O
le	O
donne	O
è	O
ogni	O
atto	O
di	O
violenza	O
fondata	B-ORI
sul	O
genere	O
che	O
provochi	O
un	O
danno	O
o	O
una	O
sofferenza	O
fisica	O
,	O
sessuale	O
o	O
psicologica	O
,	O
per	O
le	O
donne	O
,	O
incluse	O
minacce	O
,	O
coercizione	O
,	O
privazione	O
arbitraria	O
della	O
libertà	O
.	O
Premesso	O
ancora	O
che	O
,	O
come	O
dimostrato	O
dai	O
dati	O
statistici	O
ufficiali	O
e	O
dalle	O
numerose	O
richieste	O
di	O
aiuto	O
delle	O
vittime	O
di	O
violenza	O
domestica	O
,	O
stalking	O
o	O
abusi	O
sessuali	O
presso	O
gli	O
appositi	O
centri	O
di	O
ascolto	O
dislocati	O
sul	O
territorio	O
nazionale	O
,	O
nonché	O
dai	O
recenti	O
episodi	O
di	O
cronaca	O
,	O
si	O
tratta	O
di	O
una	O
fenomeno	O
in	O
costante	O
crescita	O
.	O
A	O
questo	O
deve	O
poi	O
essere	O
aggiunto	O
,	O
purtroppo	O
,	O
l'	O
insieme	O
delle	O
violenze	O
di	O
genere	O
non	O
denunciate	O
dalle	O
mogli	O
,	O
dalle	O
dipendenti	O
di	O
aziende	O
private	O
o	O
pubbliche	O
o	O
dalle	O
minorenni	O
per	O
paura	O
delle	O
conseguenze	O
o	O
perché	O
si	O
sentono	O
ingiustamente	O
colpevoli	O
di	O
una	O
simile	O
aggressione	O
.	O
Considerato	O
che	O
sono	O
stati	O
depositati	O
diversi	O
disegni	O
di	O
legge	O
in	O
materia	O
di	O
iniziativa	O
parlamentare	O
,	O
volti	O
al	O
contrasto	O
del	O
fenomeno	O
,	O
si	O
chiede	O
al	O
signor	O
Ministro	O
quali	O
iniziative	O
ha	O
intenzione	O
di	O
intraprendere	O
volte	O
al	O
contrasto	O
di	O
questo	O
problema	O
che	O
sta	O
assumendo	O
le	O
vesti	O
di	O
una	O
vera	O
e	O
propria	O
piaga	O
sociale	O
.	O
